Runs	oilvis	dtmax	kvkh	mflt1	mflt2	mflt3	mflt4	oilexp	owc	sorw	swc	watexp	scen	prop	size	perm	poro
run122	7.4140300000	182.5000000000	0.0100000000	0.9352500000	0.2755850000	0.1084220000	0.7918680000	2.7887000000	-1071.2600000000	0.1756830000	0.1612500000	1.9329800000	2.0000000000	49.5703000000	152.5220000000	190	699
run123	9.6848400000	182.5000000000	0.0100000000	0.3644610000	0.4064970000	0.9233490000	0.4021930000	2.6429100000	-1065.4800000000	0.1068810000	0.1565580000	2.0973200000	1.0000000000	45.7048000000	164.2350000000	308	641
run124	12.6419000000	91.2500000000	0.0010000000	0.8038760000	0.2082730000	0.1255710000	0.8489480000	2.8956800000	-1071.1700000000	0.3212680000	0.0621531000	2.2002800000	2.0000000000	39.2904000000	266.0090000000	523	496
run125	9.7220400000	182.5000000000	0.0010000000	0.4068510000	0.0042699100	0.9377310000	0.1138710000	2.6831500000	-1069.1400000000	0.1948610000	0.1964780000	2.1416700000	2.0000000000	42.6640000000	174.5810000000	421	564
run126	9.8944800000	91.2500000000	0.0010000000	0.1991170000	0.2013750000	0.0987786000	0.0441114000	3.1172100000	-1072.0700000000	0.1406060000	0.3016020000	1.9955800000	1.0000000000	37.7364000000	195.8340000000	536	434
run127	8.8505700000	91.2500000000	0.0100000000	0.4339820000	0.9467610000	0.9135120000	0.0856204000	2.8738400000	-1074.4900000000	0.2010750000	0.0902457000	1.9173000000	2.0000000000	41.3669000000	295.2330000000	522	496
run128	13.5902000000	182.5000000000	0.0010000000	0.2933760000	0.9876240000	0.3931940000	0.8099350000	2.5413500000	-1062.3800000000	0.1867010000	0.2358650000	2.0098000000	2.0000000000	47.2948000000	174.8130000000	191	646
run129	9.5127500000	365.0000000000	0.0100000000	0.5780720000	0.2981960000	0.2339510000	0.2632830000	2.8718000000	-1062.2600000000	0.2639990000	0.1173900000	1.9846300000	1.0000000000	40.0253000000	221.8480000000	512	496
run130	12.2325000000	182.5000000000	0.0100000000	0.6497610000	0.3050670000	0.8679580000	0.3237830000	2.9977900000	-1066.5200000000	0.2218920000	0.1739720000	1.8473500000	3.0000000000	37.2713000000	158.6570000000	523	433
run131	12.8934000000	365.0000000000	0.0010000000	0.7959200000	0.6173450000	0.4129360000	0.5969780000	2.7856500000	-1074.3200000000	0.1500900000	0.1168020000	2.1428100000	1.0000000000	46.7833000000	158.0160000000	221	646
run132	7.7982500000	182.5000000000	0.0100000000	0.0562247000	0.4146170000	0.0160391000	0.9380940000	2.4661900000	-1075.6500000000	0.2266900000	0.2134890000	2.0949600000	1.0000000000	48.2336000000	187.3200000000	196	684
run133	12.4119000000	365.0000000000	0.1000000000	0.2322980000	0.5042880000	0.0056182500	0.0990532000	3.1453000000	-1074.7200000000	0.2064460000	0.1017600000	2.0881500000	2.0000000000	46.8773000000	196.9150000000	308	646
run134	10.7770000000	182.5000000000	0.0100000000	0.6125260000	0.6345310000	0.8338340000	0.9837810000	3.6501900000	-1067.1100000000	0.1989170000	0.1508020000	2.1160700000	1.0000000000	33.7458000000	130.2320000000	708	431
run135	9.3249700000	182.5000000000	0.1000000000	0.2348770000	0.5484560000	0.8495410000	0.8748460000	3.1111200000	-1068.6200000000	0.2268920000	0.2703090000	2.0952400000	2.0000000000	43.2426000000	275.4330000000	420	641
run136	11.2438000000	182.5000000000	0.0100000000	0.2360990000	0.0745198000	0.4641700000	0.9471500000	3.2508300000	-1070.9800000000	0.1642670000	0.2000870000	1.9835000000	3.0000000000	45.0352000000	148.1220000000	305	641
run137	12.2994000000	182.5000000000	0.1000000000	0.3595360000	0.1836430000	0.7062740000	0.0602513000	2.7730000000	-1071.8600000000	0.2340030000	0.3438370000	1.9692500000	1.0000000000	39.8441000000	144.9660000000	493	496
run138	8.6591300000	365.0000000000	0.0100000000	0.6104190000	0.3534670000	0.7936620000	0.7384180000	2.8871400000	-1066.1700000000	0.2070600000	0.1872310000	2.0505200000	2.0000000000	33.9680000000	203.3170000000	658	431
run139	8.0260400000	91.2500000000	0.1000000000	0.8487460000	0.4667100000	0.6459840000	0.0343252000	3.1003300000	-1063.6300000000	0.1908920000	0.1530580000	2.2105100000	2.0000000000	43.7980000000	251.7560000000	420	519
run140	10.2606000000	182.5000000000	0.0010000000	0.5897320000	0.7129570000	0.1697780000	0.0258046000	3.1088000000	-1070.5500000000	0.1854400000	0.2873660000	2.0493800000	2.0000000000	47.1825000000	135.1020000000	191	646
run141	11.0396000000	91.2500000000	0.1000000000	0.1132670000	0.8069700000	0.0646419000	0.8542850000	3.3129800000	-1066.7000000000	0.2306730000	0.2479330000	1.9233200000	3.0000000000	34.4411000000	125.6230000000	658	431
run142	11.6005000000	182.5000000000	0.1000000000	0.4570750000	0.7978910000	0.3773300000	0.1020550000	2.8837700000	-1062.1100000000	0.1694640000	0.1640480000	2.0678500000	3.0000000000	38.8266000000	146.3820000000	658	433
run143	8.9473900000	182.5000000000	0.0010000000	0.6043410000	0.4473070000	0.6020170000	0.0780327000	3.2323700000	-1063.0200000000	0.2642050000	0.2077040000	1.9822400000	2.0000000000	32.4903000000	245.9580000000	813	302
run144	9.7432100000	182.5000000000	0.1000000000	0.8712670000	0.7348700000	0.6483920000	0.4983790000	2.9547400000	-1067.8900000000	0.2047300000	0.1517820000	1.9079800000	2.0000000000	31.9007000000	127.7780000000	708	302
run145	8.2291300000	182.5000000000	0.1000000000	0.1263640000	0.0491538000	0.4501240000	0.7443150000	2.8901600000	-1074.0700000000	0.2427320000	0.2065190000	2.0265600000	1.0000000000	36.4351000000	184.4390000000	658	434
run146	10.9047000000	365.0000000000	0.0100000000	0.7181930000	0.4369020000	0.5190130000	0.3270980000	3.0131300000	-1074.8400000000	0.1712170000	0.2409610000	2.0059800000	2.0000000000	49.0686000000	113.8070000000	190	683
run147	12.3750000000	91.2500000000	0.0100000000	0.1098790000	0.4233110000	0.5270150000	0.0649659000	3.0062600000	-1073.0300000000	0.1993020000	0.1294930000	2.0095700000	2.0000000000	35.5275000000	149.0250000000	658	433
run148	14.3296000000	182.5000000000	0.0100000000	0.7367110000	0.2723820000	0.5181250000	0.9347460000	2.5963600000	-1064.7100000000	0.2885210000	0.2047510000	2.0939800000	1.0000000000	30.2362000000	186.2820000000	843	187
run149	10.1772000000	91.2500000000	0.1000000000	0.2868530000	0.6065050000	0.8436410000	0.2858460000	3.0748000000	-1068.2500000000	0.2740900000	0.1897210000	2.1502300000	1.0000000000	30.5127000000	272.4110000000	824	302
run150	10.3917000000	365.0000000000	0.0100000000	0.0063317500	0.5685430000	0.0349708000	0.3549460000	2.6251100000	-1065.4600000000	0.2008190000	0.1040570000	2.0513100000	1.0000000000	45.3081000000	212.8570000000	278	635
run151	11.8155000000	365.0000000000	0.1000000000	0.4863420000	0.0896853000	0.2639390000	0.0296399000	3.0595700000	-1066.7200000000	0.2476850000	0.2285350000	1.9588000000	1.0000000000	46.2816000000	177.3770000000	308	646
run152	9.3691800000	91.2500000000	0.1000000000	0.0215484000	0.2424310000	0.9635980000	0.2698100000	2.8485900000	-1063.3400000000	0.1876670000	0.1925600000	1.8020200000	2.0000000000	34.4209000000	160.8360000000	708	431
run153	9.3896200000	91.2500000000	0.0100000000	0.7678410000	0.8035000000	0.4021140000	0.2019600000	2.8547900000	-1073.8600000000	0.1124100000	0.2333940000	2.0924700000	1.0000000000	33.4181000000	201.4740000000	809	350
run154	11.2441000000	91.2500000000	0.0100000000	0.3719130000	0.4672950000	0.4537090000	0.4349970000	2.7632700000	-1061.6900000000	0.1466980000	0.2601250000	1.9637800000	1.0000000000	40.8902000000	276.6590000000	428	641
run155	11.3524000000	91.2500000000	0.0100000000	0.4670300000	0.1117470000	0.6617740000	0.6012660000	2.9984300000	-1069.0100000000	0.1827240000	0.1396990000	2.1287600000	3.0000000000	37.4953000000	204.4590000000	605	431
run156	8.5881000000	365.0000000000	0.0100000000	0.3524340000	0.5986470000	0.7165920000	0.7332440000	2.5759700000	-1066.4400000000	0.1817240000	0.2153780000	2.0783400000	3.0000000000	49.4446000000	127.2710000000	113	684
run157	8.9615300000	91.2500000000	0.0010000000	0.5652390000	0.2839090000	0.0357078000	0.3800840000	2.7608400000	-1072.6400000000	0.2560250000	0.1435560000	1.9213600000	2.0000000000	30.2503000000	210.1840000000	731	302
run158	12.8497000000	365.0000000000	0.0010000000	0.0953807000	0.7845630000	0.9762970000	0.4484570000	2.8519500000	-1073.9400000000	0.2095110000	0.1943240000	1.8485500000	1.0000000000	41.5098000000	177.7310000000	523	496
run159	11.2859000000	91.2500000000	0.0100000000	0.9122700000	0.1781420000	0.5986390000	0.3554630000	2.5724500000	-1068.1200000000	0.2076450000	0.1909820000	1.8454300000	2.0000000000	45.0768000000	115.4360000000	191	646
run160	10.0942000000	182.5000000000	0.0100000000	0.7384760000	0.6912900000	0.5425370000	0.7903540000	3.2293800000	-1064.8500000000	0.1718440000	0.0792230000	1.8867800000	1.0000000000	38.8101000000	122.4800000000	497	435
run161	11.6734000000	182.5000000000	0.1000000000	0.1692080000	0.7452010000	0.1787430000	0.1855050000	2.8387300000	-1067.8800000000	0.1386780000	0.2419440000	2.0331200000	3.0000000000	32.7790000000	135.3160000000	708	302
run162	12.4444000000	182.5000000000	0.0010000000	0.5437340000	0.4435740000	0.6874260000	0.6775590000	3.7881200000	-1061.9700000000	0.1528070000	0.2529390000	2.1437400000	1.0000000000	49.9786000000	170.5280000000	61	701
run163	12.9703000000	182.5000000000	0.0100000000	0.0943584000	0.6752570000	0.2843820000	0.9261470000	3.0879700000	-1072.1800000000	0.2830370000	0.1914450000	1.9880000000	1.0000000000	37.9086000000	298.1020000000	533	438
run164	10.5445000000	182.5000000000	0.1000000000	0.0338303000	0.0780149000	0.2416640000	0.8996680000	3.1375900000	-1073.6900000000	0.1411750000	0.2348950000	1.9478700000	1.0000000000	46.6942000000	237.5710000000	259	631
run165	10.8385000000	182.5000000000	0.0100000000	0.6953800000	0.1630350000	0.6228240000	0.7430470000	2.9087600000	-1063.5600000000	0.2648070000	0.1806100000	2.0416300000	3.0000000000	43.8957000000	196.6890000000	415	641
run166	11.5917000000	182.5000000000	0.1000000000	0.7090580000	0.7462270000	0.9486990000	0.7947590000	3.0508000000	-1074.2700000000	0.2239780000	0.2208050000	2.1318400000	3.0000000000	45.5443000000	217.2220000000	293	558
run167	10.0872000000	365.0000000000	0.1000000000	0.1812760000	0.2292590000	0.6744440000	0.8757830000	2.5780800000	-1066.0300000000	0.2543350000	0.2659760000	2.1399100000	1.0000000000	34.9471000000	144.2400000000	708	431
run168	10.9158000000	365.0000000000	0.0010000000	0.3971760000	0.8678560000	0.4540230000	0.3853310000	2.6844100000	-1071.9200000000	0.1869870000	0.2100810000	1.9354600000	3.0000000000	33.4333000000	279.7540000000	656	431
run169	10.9228000000	365.0000000000	0.0010000000	0.7920000000	0.5944880000	0.4902920000	0.3604850000	2.7798600000	-1069.7400000000	0.1953280000	0.2493670000	1.9430500000	1.0000000000	30.1892000000	167.2020000000	808	245
run170	7.7159000000	365.0000000000	0.0010000000	0.2052720000	0.7277880000	0.3247120000	0.4186170000	3.2367100000	-1071.4900000000	0.2782860000	0.2126740000	2.1066100000	3.0000000000	33.5072000000	166.6650000000	708	431
run171	14.0512000000	91.2500000000	0.1000000000	0.6976220000	0.7165490000	0.0991561000	0.0161685000	3.0782400000	-1070.7900000000	0.2658630000	0.2792380000	2.0269500000	1.0000000000	43.8334000000	189.7490000000	313	646
run172	9.3958700000	365.0000000000	0.0100000000	0.4352120000	0.9331060000	0.1875820000	0.5304410000	2.9495700000	-1065.8800000000	0.3232850000	0.2752290000	1.9555100000	1.0000000000	34.7188000000	213.5230000000	808	355
run173	5.9012200000	91.2500000000	0.1000000000	0.2180870000	0.9513280000	0.9106160000	0.1312750000	3.1840000000	-1067.1900000000	0.2212480000	0.1617800000	1.9309100000	1.0000000000	37.4081000000	269.0480000000	472	435
run174	10.4168000000	91.2500000000	0.0010000000	0.3250260000	0.0648114000	0.7867360000	0.4033660000	2.7788900000	-1073.1300000000	0.2531660000	0.1951700000	2.1671200000	1.0000000000	32.7876000000	117.3040000000	708	376
run175	8.8943300000	365.0000000000	0.1000000000	0.9315260000	0.0565132000	0.0904701000	0.6882370000	3.0490900000	-1069.0500000000	0.2160460000	0.1774800000	1.7907100000	2.0000000000	33.5817000000	252.5310000000	708	431
run176	9.8797000000	91.2500000000	0.0010000000	0.2144530000	0.5226870000	0.1923250000	0.8042330000	2.8706900000	-1065.3100000000	0.2300720000	0.1926760000	1.9013600000	2.0000000000	44.6092000000	222.2080000000	315	592
run177	10.4932000000	365.0000000000	0.0100000000	0.1946190000	0.0403621000	0.6636760000	0.4211530000	2.9790400000	-1071.5300000000	0.2313520000	0.2492330000	1.9062200000	3.0000000000	37.7413000000	160.7260000000	523	433
run178	11.1407000000	365.0000000000	0.1000000000	0.1035670000	0.5252720000	0.4851760000	0.1806310000	2.9783000000	-1065.6100000000	0.2041200000	0.0543902000	2.0774400000	2.0000000000	49.0075000000	109.4120000000	190	684
run179	9.2667800000	365.0000000000	0.0100000000	0.5859740000	0.2538910000	0.2163060000	0.5431980000	3.0355200000	-1075.0500000000	0.1960280000	0.1637200000	2.1640800000	1.0000000000	49.7613000000	283.1840000000	88	674
run180	6.3275200000	91.2500000000	0.0100000000	0.6674870000	0.9762230000	0.4385990000	0.6723950000	2.7637300000	-1069.6600000000	0.1554720000	0.2118290000	2.1280500000	3.0000000000	36.8972000000	256.4260000000	670	433
run181	11.1169000000	91.2500000000	0.1000000000	0.0284943000	0.8683330000	0.5722100000	0.3039760000	2.9283500000	-1072.8100000000	0.1839160000	0.1842520000	1.9920200000	2.0000000000	47.9101000000	186.7520000000	308	646
run182	6.7696600000	91.2500000000	0.0010000000	0.2304650000	0.5387280000	0.1745420000	0.9953380000	3.0223800000	-1066.8400000000	0.1343210000	0.1871270000	1.8914000000	2.0000000000	30.8771000000	276.0610000000	809	372
run183	7.6241100000	182.5000000000	0.1000000000	0.7411460000	0.3569420000	0.8133210000	0.8364520000	2.7654800000	-1075.8900000000	0.2072600000	0.1142440000	2.0227600000	1.0000000000	38.4274000000	133.2830000000	522	433
run184	10.6330000000	365.0000000000	0.0010000000	0.5283140000	0.1102410000	0.5529570000	0.8958990000	2.8521900000	-1072.0800000000	0.2422560000	0.2223130000	1.8642900000	1.0000000000	31.5003000000	236.2830000000	805	262
run185	8.8830600000	91.2500000000	0.0010000000	0.7407570000	0.4783560000	0.8778690000	0.9529560000	3.0895500000	-1065.3900000000	0.2151370000	0.0967731000	1.9669600000	3.0000000000	42.8593000000	201.9260000000	418	641
run186	12.0585000000	182.5000000000	0.0010000000	0.4402490000	0.2462600000	0.4843640000	0.8766670000	3.2981200000	-1063.2400000000	0.1402700000	0.1946630000	2.0018200000	1.0000000000	49.4592000000	280.6020000000	86	715
run187	4.5372800000	365.0000000000	0.0010000000	0.1688260000	0.4538770000	0.9429180000	0.0693398000	2.9111200000	-1062.5700000000	0.1784800000	0.0822442000	2.0165200000	1.0000000000	30.4498000000	208.1520000000	816	302
run188	8.7233600000	91.2500000000	0.0100000000	0.9165730000	0.4878620000	0.2303950000	0.5624030000	2.9008800000	-1063.3100000000	0.1475010000	0.1846620000	1.8137400000	1.0000000000	37.0943000000	186.7950000000	658	434
run189	12.9291000000	182.5000000000	0.0010000000	0.8591420000	0.1051820000	0.9994320000	0.2220810000	3.0080000000	-1075.9900000000	0.1136210000	0.1923300000	1.9772700000	3.0000000000	31.4759000000	213.3210000000	702	375
run190	12.4611000000	182.5000000000	0.0100000000	0.4173900000	0.5830300000	0.9183290000	0.8167610000	3.0237900000	-1063.4000000000	0.2632020000	0.2341870000	2.1795000000	1.0000000000	48.8433000000	195.4620000000	190	684
run191	8.0119900000	365.0000000000	0.1000000000	0.6359250000	0.1986800000	0.7567680000	0.4357540000	3.2243700000	-1063.0900000000	0.2224610000	0.2140420000	1.9237600000	2.0000000000	45.8617000000	289.0810000000	308	646
run192	10.4097000000	182.5000000000	0.1000000000	0.3452540000	0.1298790000	0.5882060000	0.6966780000	2.8249400000	-1062.3500000000	0.3319530000	0.1273480000	1.8604700000	2.0000000000	45.5583000000	245.1830000000	307	646
run193	8.3096300000	365.0000000000	0.1000000000	0.6785160000	0.1458660000	0.1017440000	0.6290980000	2.6355300000	-1062.3200000000	0.1628530000	0.0920225000	2.0869000000	3.0000000000	36.3991000000	120.2340000000	658	433
run194	12.0304000000	182.5000000000	0.0100000000	0.9635750000	0.8316010000	0.8859540000	0.9210250000	2.8335800000	-1061.8700000000	0.1245130000	0.1577790000	1.9615200000	2.0000000000	35.3139000000	157.9240000000	658	433
run195	10.2291000000	91.2500000000	0.0010000000	0.2774590000	0.0605498000	0.4248980000	0.4800530000	2.6612700000	-1061.2000000000	0.1731400000	0.2115600000	2.0401100000	3.0000000000	48.4045000000	190.5850000000	191	646
run196	8.6134900000	91.2500000000	0.0010000000	0.9859590000	0.4083520000	0.0896097000	0.0955344000	3.1788700000	-1065.9200000000	0.2730020000	0.1877820000	2.0074700000	2.0000000000	36.5633000000	218.0150000000	658	433
run197	14.4855000000	365.0000000000	0.1000000000	0.5291820000	0.4555500000	0.1938290000	0.3619040000	2.8665400000	-1064.7900000000	0.1897320000	0.2107160000	1.9508600000	2.0000000000	45.3893000000	294.3300000000	307	643
run198	13.2345000000	365.0000000000	0.0010000000	0.5098700000	0.5435470000	0.1032520000	0.6150550000	3.2177200000	-1066.0600000000	0.2136980000	0.0802352000	2.0006300000	2.0000000000	31.0785000000	134.7180000000	808	302
run199	6.7600700000	365.0000000000	0.0010000000	0.3580660000	0.4576530000	0.0306999000	0.8844910000	3.1315200000	-1072.1700000000	0.2155740000	0.1870540000	2.0766400000	3.0000000000	38.0758000000	175.2950000000	523	433
run200	9.9774900000	182.5000000000	0.0010000000	0.8689040000	0.8367040000	0.3839770000	0.5464160000	2.5621500000	-1065.7600000000	0.2943760000	0.2345730000	1.9182200000	2.0000000000	45.9545000000	220.2550000000	225	646
run201	10.5183000000	365.0000000000	0.1000000000	0.0673710000	0.1211660000	0.7794700000	0.7085560000	3.2807700000	-1069.3000000000	0.1490520000	0.2696630000	2.0089300000	1.0000000000	33.5298000000	238.1090000000	708	431
run202	9.8135200000	182.5000000000	0.1000000000	0.8882150000	0.9124530000	0.6061820000	0.1116480000	2.6470300000	-1074.6100000000	0.2651530000	0.2785540000	2.0658300000	1.0000000000	40.2774000000	134.9620000000	421	486
run203	10.6163000000	365.0000000000	0.0010000000	0.8623110000	0.4098080000	0.5138110000	0.8636340000	2.8143000000	-1068.3800000000	0.2486820000	0.1515200000	2.1619000000	2.0000000000	38.3944000000	274.7730000000	658	435
run204	12.5424000000	91.2500000000	0.0100000000	0.9176340000	0.1658490000	0.5297100000	0.4691480000	2.8995700000	-1061.5900000000	0.1922130000	0.1675720000	2.1047200000	1.0000000000	44.7411000000	205.3010000000	420	645
run205	12.3453000000	182.5000000000	0.0100000000	0.2134200000	0.9298170000	0.8522670000	0.5174220000	2.8045200000	-1069.3700000000	0.0950971000	0.1679370000	2.0930900000	3.0000000000	38.7362000000	169.6430000000	523	460
run206	11.1665000000	365.0000000000	0.0100000000	0.8646660000	0.9201830000	0.5251750000	0.4368470000	3.3256400000	-1067.2000000000	0.2101180000	0.2312630000	1.7931600000	2.0000000000	48.4198000000	156.0750000000	190	684
